hmm.accession	hmm.name	hmm.description	protein.name	secondary.name	author	e.val.threshold	hmm.coverage.threshold	target.coverage.threshold	literature.ref	database.ref	comment
PDLC04047	PD-T4-6_WP_139553373.1	NA	PD-T4-6	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04048	PD-T4-6_WP_144078097.1	NA	PD-T4-6	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04049	PD-T4-6_WP_145059686.1	NA	PD-T4-6	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04050	PD-T4-6_WP_146515207.1	NA	PD-T4-6	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04051	PD-T4-6_WP_148765916.1	NA	PD-T4-6	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04052	PD-T4-6_WP_153359500.1	NA	PD-T4-6	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04053	PD-T4-6_WP_157124873.1	NA	PD-T4-6	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04054	PD-T4-6_WP_157521248.1	NA	PD-T4-6	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04055	PD-T4-6_WP_157606249.1	NA	PD-T4-6	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04056	PD-T4-6_WP_158110440.1	NA	PD-T4-6	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04057	PD-T4-6_WP_160801532.1	NA	PD-T4-6	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04058	PD-T4-6_WP_170252675.1	NA	PD-T4-6	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04059	PD-T4-6_WP_187294376.1	NA	PD-T4-6	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04060	PD-T4-6_WP_203635815.1	NA	PD-T4-6	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04061	PD-T4-6_WP_205119068.1	NA	PD-T4-6	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04062	PD-T4-6_WP_214431164.1	NA	PD-T4-6	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04063	PD-T4-6_WP_222213733.1	NA	PD-T4-6	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04064	PD-T4-6_WP_224370629.1	NA	PD-T4-6	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04065	PD-T4-7_WP_061310400.1	NA	PD-T4-7	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04066	PD-T4-7_WP_116388807.1	NA	PD-T4-7	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04067	PD-T4-8_WP_163657221.1	NA	SduA	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04068	PD-T4-9_A_WP_166231584.1	NA	PD-T4-9_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04069	PD-T4-9_A_WP_226413324.1	NA	PD-T4-9_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04070	PD-T4-9_B_WP_070579019.1	NA	PD-T4-9_B	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04071	PD-T4-9_C_WP_158104916.1	NA	PD-T4-9_C	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04072	PD-T4-9_C_WP_167919057.1	NA	PD-T4-9_C	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04073	PD-T7-1_WP_205975857.1	NA	PD-T7-1	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04074	PD-T7-2_A_WP_024466888.1	NA	SIR2	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04075	PD-T7-2_A_WP_039085641.1	NA	SIR2	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04076	PD-T7-2_A_WP_048861093.1	NA	SIR2	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04077	PD-T7-2_A_WP_053299195.1	NA	SIR2	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04078	PD-T7-2_A_WP_055245702.1	NA	SIR2	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04079	PD-T7-2_A_WP_073185249.1	NA	SIR2	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04080	PD-T7-2_A_WP_075189553.1	NA	SIR2	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04081	PD-T7-2_A_WP_082717311.1	NA	SIR2	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04082	PD-T7-2_A_WP_082815471.1	NA	SIR2	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04083	PD-T7-2_A_WP_092273639.1	NA	SIR2	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04084	PD-T7-2_A_WP_104725143.1	NA	SIR2	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04085	PD-T7-2_A_WP_138143905.1	NA	SIR2	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04086	PD-T7-2_A_WP_146130070.1	NA	SIR2	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04087	PD-T7-2_A_WP_153741654.1	NA	SIR2	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04088	PD-T7-2_A_WP_176695388.1	NA	SIR2	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04089	PD-T7-2_A_WP_187753972.1	NA	SIR2	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04090	PD-T7-2_A_WP_198578662.1	NA	SIR2	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04091	PD-T7-2_A_WP_200009895.1	NA	SIR2	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04092	PD-T7-2_A_WP_211597541.1	NA	SIR2	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04093	PD-T7-2_A_WP_212447869.1	NA	SIR2	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04094	PD-T7-2_A_WP_219250417.1	NA	SIR2	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04095	PD-T7-2_A_WP_228287722.1	NA	SIR2	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04096	PD-T7-2_A_WP_232103391.1	NA	SIR2	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04097	PD-T7-2_B_WP_009660643.1	NA	HerA	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04098	PD-T7-2_B_WP_015285889.1	NA	HerA	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04099	PD-T7-2_B_WP_080459181.1	NA	HerA	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04100	PD-T7-2_B_WP_088195867.1	NA	HerA	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04101	PD-T7-2_B_WP_091835808.1	NA	HerA	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04102	PD-T7-2_B_WP_161832976.1	NA	HerA	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04103	PD-T7-2_B_WP_171016958.1	NA	HerA	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04104	PD-T7-2_B_WP_200868270.1	NA	HerA	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04105	PD-T7-2_B_WP_212464868.1	NA	HerA	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04106	PD-T7-2_B_WP_223159018.1	NA	HerA	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04107	PD-T7-2_B_WP_230199856.1	NA	HerA	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04108	PD-T7-3_WP_188619219.1	NA	PD-T7-3	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04109	PD-T7-4_WP_133375404.1	NA	PD-T7-4	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04110	PD-T7-5_WP_098786838.1	NA	PD-T7-5	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04111	JukA_WP_144076013.1	NA	JukA	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04112	JukA_WP_162622080.1	NA	JukA	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04113	JukA_WP_224020616.1	NA	JukA	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04114	JukB_WP_150345613.1	NA	JukB	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04115	JukB_WP_180735578.1	NA	JukB	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04130	DdmD	NA	DdmD	NA	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC04131	DdmE	NA	DdmE	NA	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC04132	bir_HNH	NA	HNH	NA	Jackson SA	1.00E-08	0.5	0.5	NA	NA	NA
PDLC04133	mads_1	mads_1	mad1	NA	Maestri A	1.00E-08	0.8	0.5	10/ktmx	NA	NA
PDLC04134	mads_2	mads_2	mad2	NA	Maestri A	1.00E-08	0.8	0.5	10/ktmx	NA	NA
PDLC04135	mads_3	mads_3	mad3	NA	Maestri A	1.00E-08	0.6	0.3	10/ktmx	NA	NA
PDLC04136	mads_4	mads_4	mad4	NA	Maestri A	1.00E-08	0.6	0.3	10/ktmx	NA	NA
PDLC04137	mads_5	mads_5	mad5	NA	Maestri A	1.00E-08	0.8	0.5	10/ktmx	NA	NA
PDLC04138	mads_6	mads_6	mad6	NA	Maestri A	1.00E-08	0.8	0.3	10/ktmx	NA	NA
PDLC04139	mads_7	mads_7	mad7	NA	Maestri A	1.00E-08	0.8	0.5	10/ktmx	NA	NA
PDLC04140	mads_8	mads_8	mad8	NA	Maestri A	1.00E-08	0.8	0.15	10/ktmx	NA	NA
PDLC04141	capP	capP	capP	regulation	Jackson SA	1.00E-08	0.7	0.7	NA	NA	NA
PDLC04142	capH	capH	capH	regulation	Jackson SA	1.00E-08	0.8	0.8	NA	NA	NA
PDLC04143	HEC-01A_WP_207689501.1	NA	HEC-01A	NA	Payne LJ	1.00E-05	0.3	0.3	NA	NA	NA
PDLC04144	HEC-01B_WP_231583829.1	NA	HEC-01B	NA	Payne LJ	1.00E-05	0.3	0.3	NA	NA	NA
PDLC04145	HEC-02A_WP_178366470.1	NA	HEC-02A	NA	Payne LJ	1.00E-05	0.3	0.3	NA	NA	NA
PDLC04146	HEC-02B_WP_026916518.1	NA	HEC-02B	NA	Payne LJ	1.00E-05	0.3	0.3	NA	NA	NA
PDLC04147	HEC-03A_WP_215478787.1	NA	HEC-03A	NA	Payne LJ	1.00E-05	0.3	0.3	NA	NA	NA
PDLC04148	HEC-03B_WP_137983870.1	NA	HEC-03B	NA	Payne LJ	1.00E-05	0.3	0.3	NA	NA	NA
PDLC04149	HEC-04_WP_075381894.1	NA	HEC-04	NA	Payne LJ	1.00E-20	0.7	0.7	NA	NA	NA
PDLC04150	HEC-05_WP_096029243.1	NA	HEC-05	NA	Payne LJ	1.00E-20	0.7	0.7	NA	NA	NA
PDLC04151	HEC-05_WP_156276309.1	NA	HEC-05	NA	Payne LJ	1.00E-20	0.7	0.7	NA	NA	NA
PDLC04152	HEC-05_WP_212883090.1	NA	HEC-05	NA	Payne LJ	1.00E-20	0.7	0.7	NA	NA	NA
PDLC04153	HEC-05_WP_034450126.1	NA	HEC-05	NA	Payne LJ	1.00E-20	0.7	0.7	NA	NA	NA
PDLC04154	HEC-06_WP_081759119.1	NA	HEC-06	NA	Payne LJ	1.00E-20	0.7	0.7	NA	NA	NA
PDLC04155	HEC-06_WP_012631435.1	NA	HEC-06	NA	Payne LJ	1.00E-20	0.7	0.7	NA	NA	NA
PDLC04156	HEC-06_WP_121069231.1	NA	HEC-06	NA	Payne LJ	1.00E-20	0.7	0.7	NA	NA	NA
PDLC04157	HEC-06_WP_099323492.1	NA	HEC-06	NA	Payne LJ	1.00E-20	0.7	0.7	NA	NA	NA
PDLC04158	HEC-07_WP_210564017.1	NA	HEC-07	NA	Payne LJ	1.00E-20	0.7	0.7	NA	NA	NA
PDLC04159	HEC-07_WP_127237931.1	NA	HEC-07	NA	Payne LJ	1.00E-20	0.7	0.7	NA	NA	NA
PDLC04160	HEC-07_WP_188795483.1	NA	HEC-07	NA	Payne LJ	1.00E-20	0.7	0.7	NA	NA	NA
PDLC04161	HEC-07_WP_143103734.1	NA	HEC-07	NA	Payne LJ	1.00E-20	0.7	0.7	NA	NA	NA
PDLC04162	HEC-08_WP_093018341.1	NA	HEC-08	NA	Payne LJ	1.00E-20	0.7	0.7	NA	NA	NA
PDLC04163	HEC-09_WP_196893758.1	NA	HEC-09	NA	Payne LJ	1.00E-20	0.7	0.7	NA	NA	NA
PDLC04164	AriA_WP_163211684.1	NA	AriA	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M82)
PDLC04165	AriB_WP_153112628.1	NA	AriB	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M82)
PDLC04166	Dsr1_WP_123316947.1	NA	Dsr1	NA	Payne LJ	1.00E-25	0.7	0.7	NA	NA	Derived from embedding analysis (S55)
PDLC04167	Dsr1_WP_095606358.1	NA	Dsr1	NA	Payne LJ	1.00E-25	0.7	0.7	NA	NA	Derived from embedding analysis (S55)
PDLC04168	GajA_WP_183617960.1	NA	GajA	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M03)
PDLC04169	GajA_WP_153499988.1	NA	GajA	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M03)
PDLC04170	GajA_WP_158867532.1	NA	GajA	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M03)
PDLC04171	GajB_WP_046787950.1	NA	GajB	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M03)
PDLC04172	GajB_WP_158867534.1	NA	GajB	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M03)
PDLC04173	GajB_WP_172889455.1	NA	GajB	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M03)
PDLC04174	HEC-01A_WP_202806903.1	NA	HEC-01A	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M01)
PDLC04175	HEC-01A_WP_211640766.1	NA	HEC-01A	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M01)
PDLC04176	HEC-01A_WP_157306701.1	NA	HEC-01A	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M01)
PDLC04177	HEC-01A_WP_199302758.1	NA	HEC-01A	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M14)
PDLC04178	HEC-01A_WP_002628442.1	NA	HEC-01A	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M14)
PDLC04179	HEC-01A_WP_123852116.1	NA	HEC-01A	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M14)
PDLC04180	HEC-01A_WP_062996032.1	NA	HEC-01A	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M14)
PDLC04181	HEC-01A_WP_034574200.1	NA	HEC-01A	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M20)
PDLC04182	HEC-01A_WP_105482478.1	NA	HEC-01A	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M20)
PDLC04183	HEC-01A_WP_193205907.1	NA	HEC-01A	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M39)
PDLC04184	HEC-01A_WP_097318232.1	NA	HEC-01A	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M81)
PDLC04185	HEC-01B_WP_225908638.1	NA	HEC-01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M01)
PDLC04186	HEC-01B_WP_011630049.1	NA	HEC-01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M01)
PDLC04187	HEC-01B_WP_232335688.1	NA	HEC-01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M01)
PDLC04188	HEC-01B_WP_052518933.1	NA	HEC-01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M01)
PDLC04189	HEC-01B_WP_049064470.1	NA	HEC-01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M01)
PDLC04190	HEC-01B_WP_226860657.1	NA	HEC-01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M01)
PDLC04191	HEC-01B_WP_108373334.1	NA	HEC-01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M01)
PDLC04192	HEC-01B_WP_172450444.1	NA	HEC-01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M14)
PDLC04193	HEC-01B_WP_201788763.1	NA	HEC-01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M14)
PDLC04194	HEC-01B_WP_026975055.1	NA	HEC-01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M14)
PDLC04195	HEC-01B_WP_231403152.1	NA	HEC-01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M14)
PDLC04196	HEC-01B_WP_026409402.1	NA	HEC-01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M14)
PDLC04197	HEC-01B_WP_138974980.1	NA	HEC-01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M14)
PDLC04198	HEC-01B_WP_123126705.1	NA	HEC-01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M14)
PDLC04199	HEC-01B_WP_137667936.1	NA	HEC-01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M14)
PDLC04200	HEC-01B_WP_203408937.1	NA	HEC-01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M14)
PDLC04201	HEC-01B_WP_184203204.1	NA	HEC-01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M14)
PDLC04202	HEC-01B_WP_170163002.1	NA	HEC-01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M20)
PDLC04203	HEC-01B_WP_080599585.1	NA	HEC-01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M20)
PDLC04204	HEC-01B_WP_117543580.1	NA	HEC-01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M20)
PDLC04205	HEC-01B_WP_210225848.1	NA	HEC-01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M20)
PDLC04206	HEC-01B_WP_118569729.1	NA	HEC-01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M20)
PDLC04207	HEC-01B_WP_093457186.1	NA	HEC-01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M39)
PDLC04208	HEC-01B_WP_198285880.1	NA	HEC-01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M39)
PDLC04209	HEC-01B_WP_174177100.1	NA	HEC-01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M81)
PDLC04210	HEC-01B_WP_071536491.1	NA	HEC-01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M81)
PDLC04211	HEC-01B_WP_079384264.1	NA	HEC-01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M81)
PDLC04212	HEC-01B_WP_101726552.1	NA	HEC-01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M81)
PDLC04213	HEC-02A_WP_218962685.1	NA	HEC-02A	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M15)
PDLC04214	HEC-02A_WP_173806524.1	NA	HEC-02A	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M15)
PDLC04215	HEC-02B_WP_228188920.1	NA	HEC-02B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M15)
PDLC04216	HEC-02B_WP_153819304.1	NA	HEC-02B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M15)
PDLC04217	HEC-02B_WP_017753250.1	NA	HEC-02B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M15)
PDLC04218	HEC-02B_WP_070463904.1	NA	HEC-02B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M15)
PDLC04219	HEC-02B_WP_073539177.1	NA	HEC-02B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M15)
PDLC04220	HEC-02B_WP_179633329.1	NA	HEC-02B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M15)
PDLC04221	HEC-02B_WP_019882758.1	NA	HEC-02B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M15)
PDLC04222	HEC-02B_WP_066844418.1	NA	HEC-02B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M15)
PDLC04223	HEC-02B_WP_080326157.1	NA	HEC-02B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M15)
PDLC04224	HEC-02B_WP_168540448.1	NA	HEC-02B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M15)
PDLC04225	HEC-02B_WP_227061470.1	NA	HEC-02B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M15)
PDLC04226	HEC-02B_WP_159881806.1	NA	HEC-02B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M15)
PDLC04227	HEC-02B_WP_062360266.1	NA	HEC-02B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M15)
PDLC04228	HEC-02B_WP_066748333.1	NA	HEC-02B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M15)
PDLC04229	HEC-02B_WP_004076963.1	NA	HEC-02B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M15)
PDLC04230	HEC-02B_WP_071158920.1	NA	HEC-02B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M15)
PDLC04231	IetA_WP_229193352.1	NA	IetA	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M09)
PDLC04232	IetA_WP_225151863.1	NA	IetA	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M09)
PDLC04233	IetS_WP_226782225.1	NA	IetS	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M09)
PDLC04234	IetS_WP_029409085.1	NA	IetS	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	Derived from embedding analysis (M09)
PDLC04235	PDC-M01A_WP_095609940.1	NA	PDC-M01A	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	NA
PDLC04236	PDC-M01A_WP_218564881.1	NA	PDC-M01A	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	NA
PDLC04237	PDC-M01A_WP_032868480.1	NA	PDC-M01A	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	NA
PDLC04238	PDC-M01A_WP_166719417.1	NA	PDC-M01A	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	NA
PDLC04239	PDC-M01A_WP_200023654.1	NA	PDC-M01A	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	NA
PDLC04240	PDC-M01A_WP_193706741.1	NA	PDC-M01A	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	NA
PDLC04241	PDC-M01A_WP_113611441.1	NA	PDC-M01A	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	NA
PDLC04242	PDC-M01A_WP_084650094.1	NA	PDC-M01A	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	NA
PDLC04243	PDC-M01A_WP_071123773.1	NA	PDC-M01A	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	NA
PDLC04244	PDC-M01A_WP_163529270.1	NA	PDC-M01A	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	NA
PDLC04245	PDC-M01B_WP_049945236.1	NA	PDC-M01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	NA
PDLC04246	PDC-M01B_WP_085294445.1	NA	PDC-M01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	NA
PDLC04247	PDC-M01B_WP_062669256.1	NA	PDC-M01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	NA
PDLC04248	PDC-M01B_WP_219174738.1	NA	PDC-M01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	NA
PDLC04249	PDC-M01B_WP_088237874.1	NA	PDC-M01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	NA
PDLC04250	PDC-M01B_WP_194090840.1	NA	PDC-M01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	NA
PDLC04251	PDC-M01B_WP_090487052.1	NA	PDC-M01B	NA	Payne LJ	1.00E-05	0.5	0.5	NA	NA	NA
